,datetime_session,user_id,session_number,pageviews,datetime_first_engagement,is_conversion,pageviews_cumsum
9897,2016-09-05 02:02:56,cf8b05c6-1a64-4d38-adab-1bd20ed7e91b,2,9,2016-09-05 02:26:56,True,16
9905,2016-09-02 11:11:45,612df892-4cfb-4059-811a-81e05463e640,1,7,2016-09-06 05:41:39,False,7
9906,2016-09-05 01:01:08,612df892-4cfb-4059-811a-81e05463e640,2,5,2016-09-06 05:41:39,False,12
9907,2016-09-06 05:05:39,612df892-4cfb-4059-811a-81e05463e640,3,9,2016-09-06 05:41:39,True,21
9915,2016-09-02 15:03:40,b52b2eaa-c0da-47a0-8783-ab28f7753fc5,1,4,2016-09-14 14:32:24,False,4
9916,2016-09-06 11:11:47,b52b2eaa-c0da-47a0-8783-ab28f7753fc5,2,4,2016-09-14 14:32:24,False,8
9917,2016-09-09 12:12:03,b52b2eaa-c0da-47a0-8783-ab28f7753fc5,3,2,2016-09-14 14:32:24,False,10
9918,2016-09-11 00:12:50,b52b2eaa-c0da-47a0-8783-ab28f7753fc5,4,3,2016-09-14 14:32:24,False,13
9919,2016-09-14 14:02:24,b52b2eaa-c0da-47a0-8783-ab28f7753fc5,5,3,2016-09-14 14:32:24,True,16
9927,2016-09-03 23:11:28,64030841-fac9-4ce2-b979-7fc5ade4c175,1,7,2016-09-03 23:49:28,True,7
9929,2016-09-02 18:06:27,6b73cab5-6ac0-441d-bdff-7434c00e8fe4,1,6,2016-09-13 12:55:09,False,6
9930,2016-09-06 03:03:36,6b73cab5-6ac0-441d-bdff-7434c00e8fe4,2,7,2016-09-13 12:55:09,False,13
9931,2016-09-09 23:11:13,6b73cab5-6ac0-441d-bdff-7434c00e8fe4,3,4,2016-09-13 12:55:09,False,17
9932,2016-09-13 12:12:09,6b73cab5-6ac0-441d-bdff-7434c00e8fe4,4,7,2016-09-13 12:55:09,True,24
9935,2016-09-04 21:09:51,01404a4b-2b85-4178-838e-76c78b45c28f,1,16,2016-09-04 21:34:51,True,16
9941,2016-09-04 21:09:38,43b51411-d0ac-4c51-a53e-ad92bed5e52f,1,10,2016-09-12 12:36:27,False,10
9942,2016-09-08 12:12:02,43b51411-d0ac-4c51-a53e-ad92bed5e52f,2,5,2016-09-12 12:36:27,False,15
9943,2016-09-12 12:12:27,43b51411-d0ac-4c51-a53e-ad92bed5e52f,3,3,2016-09-12 12:36:27,True,18
9948,2016-09-03 02:02:47,ec4257a6-8580-49fc-84ea-f04c046a0c11,1,3,2016-09-12 07:04:10,False,3
9949,2016-09-06 21:09:43,ec4257a6-8580-49fc-84ea-f04c046a0c11,2,1,2016-09-12 07:04:10,False,4
9950,2016-09-08 11:11:31,ec4257a6-8580-49fc-84ea-f04c046a0c11,3,9,2016-09-12 07:04:10,False,13
9951,2016-09-12 06:06:10,ec4257a6-8580-49fc-84ea-f04c046a0c11,4,4,2016-09-12 07:04:10,True,17
9959,2016-09-04 08:08:30,fabcebe7-da36-441d-b545-f3c81230680e,1,1,2016-09-16 14:11:46,False,1
9960,2016-09-05 11:11:43,fabcebe7-da36-441d-b545-f3c81230680e,2,4,2016-09-16 14:11:46,False,5
9961,2016-09-08 20:08:30,fabcebe7-da36-441d-b545-f3c81230680e,3,3,2016-09-16 14:11:46,False,8
9962,2016-09-10 01:01:11,fabcebe7-da36-441d-b545-f3c81230680e,4,3,2016-09-16 14:11:46,False,11
9963,2016-09-12 15:03:09,fabcebe7-da36-441d-b545-f3c81230680e,5,5,2016-09-16 14:11:46,False,16
9964,2016-09-16 13:01:46,fabcebe7-da36-441d-b545-f3c81230680e,6,6,2016-09-16 14:11:46,True,22
9966,2016-09-02 10:10:29,cefc60af-0c0b-4c65-9666-eb818cdfad73,1,2,2016-09-07 18:37:24,False,2
9967,2016-09-06 07:07:28,cefc60af-0c0b-4c65-9666-eb818cdfad73,2,12,2016-09-07 18:37:24,False,14
9968,2016-09-07 18:06:24,cefc60af-0c0b-4c65-9666-eb818cdfad73,3,13,2016-09-07 18:37:24,True,27
9970,2016-09-04 10:10:17,3cc53e7e-154b-4e6d-83df-6d967c5468a9,1,7,2016-09-08 21:55:03,False,7
9971,2016-09-05 22:10:31,3cc53e7e-154b-4e6d-83df-6d967c5468a9,2,4,2016-09-08 21:55:03,False,11
9972,2016-09-08 21:09:03,3cc53e7e-154b-4e6d-83df-6d967c5468a9,3,11,2016-09-08 21:55:03,True,22
9980,2016-09-03 05:05:27,c007c80e-7b5d-4e5b-9020-8ffcf1754515,1,1,2016-09-07 11:07:41,False,1
9981,2016-09-05 08:08:50,c007c80e-7b5d-4e5b-9020-8ffcf1754515,2,10,2016-09-07 11:07:41,False,11
9982,2016-09-07 10:10:41,c007c80e-7b5d-4e5b-9020-8ffcf1754515,3,1,2016-09-07 11:07:41,True,12
9989,2016-09-02 14:02:32,c037be22-cca5-43a2-afd2-0e23403d4490,1,5,2016-09-08 15:37:17,False,5
9990,2016-09-05 01:01:21,c037be22-cca5-43a2-afd2-0e23403d4490,2,4,2016-09-08 15:37:17,False,9
9991,2016-09-08 15:03:17,c037be22-cca5-43a2-afd2-0e23403d4490,3,13,2016-09-08 15:37:17,True,22
9994,2016-09-03 05:05:40,8b75764d-b04e-4cea-92f3-49eb0ffc2c58,1,5,2016-09-10 18:04:50,False,5
9995,2016-09-07 05:05:36,8b75764d-b04e-4cea-92f3-49eb0ffc2c58,2,2,2016-09-10 18:04:50,False,7
9996,2016-09-10 17:05:50,8b75764d-b04e-4cea-92f3-49eb0ffc2c58,3,4,2016-09-10 18:04:50,True,11
10000,2016-09-04 03:03:02,ff5cf50e-336c-4a13-af8e-9be2147eaf35,1,4,2016-09-06 01:11:12,False,4
10001,2016-09-06 01:01:12,ff5cf50e-336c-4a13-af8e-9be2147eaf35,2,9,2016-09-06 01:11:12,True,13
10013,2016-09-03 12:12:25,bf9f0f8d-89cb-49a3-949a-5b6957225dd1,1,2,2016-09-15 13:02:11,False,2
10014,2016-09-05 04:04:56,bf9f0f8d-89cb-49a3-949a-5b6957225dd1,2,3,2016-09-15 13:02:11,False,5
10015,2016-09-09 01:01:56,bf9f0f8d-89cb-49a3-949a-5b6957225dd1,3,5,2016-09-15 13:02:11,False,10
10016,2016-09-12 05:05:45,bf9f0f8d-89cb-49a3-949a-5b6957225dd1,4,1,2016-09-15 13:02:11,False,11
10017,2016-09-15 12:12:11,bf9f0f8d-89cb-49a3-949a-5b6957225dd1,5,4,2016-09-15 13:02:11,True,15
10024,2016-09-04 06:06:18,ec421dae-356c-4c1f-8bcd-81b0f8ba3af9,1,6,2016-09-07 22:53:12,False,6
10025,2016-09-07 22:10:12,ec421dae-356c-4c1f-8bcd-81b0f8ba3af9,2,11,2016-09-07 22:53:12,True,17
10033,2016-09-03 08:08:27,ba22615d-ff52-4faf-b43c-2e5588f08a74,1,9,2016-09-09 19:09:35,False,9
10034,2016-09-05 04:04:31,ba22615d-ff52-4faf-b43c-2e5588f08a74,2,1,2016-09-09 19:09:35,False,10
10035,2016-09-07 19:07:06,ba22615d-ff52-4faf-b43c-2e5588f08a74,3,7,2016-09-09 19:09:35,False,17
10036,2016-09-09 18:06:35,ba22615d-ff52-4faf-b43c-2e5588f08a74,4,9,2016-09-09 19:09:35,True,26
10040,2016-09-03 14:02:00,2fd183bf-c986-412c-a2f0-348db47e5393,1,1,2016-09-14 08:28:53,False,1
10041,2016-09-05 14:02:30,2fd183bf-c986-412c-a2f0-348db47e5393,2,5,2016-09-14 08:28:53,False,6
10042,2016-09-08 17:05:23,2fd183bf-c986-412c-a2f0-348db47e5393,3,8,2016-09-14 08:28:53,False,14
10043,2016-09-10 15:03:45,2fd183bf-c986-412c-a2f0-348db47e5393,4,7,2016-09-14 08:28:53,False,21
10044,2016-09-14 08:08:53,2fd183bf-c986-412c-a2f0-348db47e5393,5,12,2016-09-14 08:28:53,True,33
10045,2016-09-03 15:03:23,d69ca9cb-a7ae-45e4-bd39-1a965c1e8618,1,5,2016-09-08 12:11:39,False,5
10046,2016-09-05 00:12:44,d69ca9cb-a7ae-45e4-bd39-1a965c1e8618,2,10,2016-09-08 12:11:39,False,15
10047,2016-09-06 18:06:19,d69ca9cb-a7ae-45e4-bd39-1a965c1e8618,3,9,2016-09-08 12:11:39,True,24
10057,2016-09-02 10:10:11,000e4479-a527-4f42-b80f-bf267cb4f9aa,1,10,2016-09-02 10:34:11,True,10
10065,2016-09-02 07:07:28,64c252de-09af-4848-ab18-3bc29da58ea3,1,12,2016-09-05 16:34:52,False,12
10066,2016-09-05 16:04:52,64c252de-09af-4848-ab18-3bc29da58ea3,2,11,2016-09-05 16:34:52,True,23
10069,2016-09-03 22:10:05,ad6a1914-6dbd-472f-89c7-d75afb52d20e,1,2,2016-09-07 06:07:48,False,2
10070,2016-09-07 05:05:48,ad6a1914-6dbd-472f-89c7-d75afb52d20e,2,10,2016-09-07 06:07:48,True,12
10072,2016-09-03 10:10:51,3fd0cad3-f4e3-488c-abf5-3ed8b547e19d,1,6,2016-09-07 08:20:30,False,6
10073,2016-09-05 02:02:21,3fd0cad3-f4e3-488c-abf5-3ed8b547e19d,2,3,2016-09-07 08:20:30,False,9
10074,2016-09-07 08:08:30,3fd0cad3-f4e3-488c-abf5-3ed8b547e19d,3,1,2016-09-07 08:20:30,True,10
10082,2016-09-02 02:02:43,c6b2d87b-e28d-4067-8fff-57df010d5483,1,1,2016-09-15 15:22:49,False,1
10083,2016-09-04 00:12:48,c6b2d87b-e28d-4067-8fff-57df010d5483,2,1,2016-09-15 15:22:49,False,2
10084,2016-09-05 15:03:46,c6b2d87b-e28d-4067-8fff-57df010d5483,3,5,2016-09-15 15:22:49,False,7
10085,2016-09-09 00:12:08,c6b2d87b-e28d-4067-8fff-57df010d5483,4,1,2016-09-15 15:22:49,False,8
10086,2016-09-12 12:12:10,c6b2d87b-e28d-4067-8fff-57df010d5483,5,3,2016-09-15 15:22:49,False,11
10087,2016-09-15 15:03:49,c6b2d87b-e28d-4067-8fff-57df010d5483,6,1,2016-09-15 15:22:49,True,12
10092,2016-09-03 22:10:39,eaee8dd0-e2c0-40d8-9bf2-4dfc8244b8b1,1,3,2016-09-11 22:33:50,False,3
10093,2016-09-05 23:11:10,eaee8dd0-e2c0-40d8-9bf2-4dfc8244b8b1,2,5,2016-09-11 22:33:50,False,8
10094,2016-09-07 21:09:32,eaee8dd0-e2c0-40d8-9bf2-4dfc8244b8b1,3,2,2016-09-11 22:33:50,False,10
10095,2016-09-09 19:07:39,eaee8dd0-e2c0-40d8-9bf2-4dfc8244b8b1,4,1,2016-09-11 22:33:50,False,11
10096,2016-09-11 22:10:50,eaee8dd0-e2c0-40d8-9bf2-4dfc8244b8b1,5,2,2016-09-11 22:33:50,True,13
10102,2016-09-03 02:02:19,f1948b0f-b968-4d93-ac57-bf2dc461b057,1,1,2016-09-13 21:04:47,False,1
10103,2016-09-05 04:04:21,f1948b0f-b968-4d93-ac57-bf2dc461b057,2,5,2016-09-13 21:04:47,False,6
10104,2016-09-08 02:02:39,f1948b0f-b968-4d93-ac57-bf2dc461b057,3,2,2016-09-13 21:04:47,False,8
10105,2016-09-11 20:08:22,f1948b0f-b968-4d93-ac57-bf2dc461b057,4,1,2016-09-13 21:04:47,False,9
10106,2016-09-13 20:08:47,f1948b0f-b968-4d93-ac57-bf2dc461b057,5,6,2016-09-13 21:04:47,True,15
10110,2016-09-04 19:07:37,1abfc38d-766e-470a-9842-f67fe848f4bf,1,5,2016-09-11 17:30:19,False,5
10111,2016-09-08 17:05:33,1abfc38d-766e-470a-9842-f67fe848f4bf,2,4,2016-09-11 17:30:19,False,9
10112,2016-09-11 17:05:19,1abfc38d-766e-470a-9842-f67fe848f4bf,3,12,2016-09-11 17:30:19,True,21
10116,2016-09-03 03:03:06,38cec42f-923c-40f8-a485-9485a1fc3dd1,1,1,2016-09-09 13:32:59,False,1
10117,2016-09-04 05:05:34,38cec42f-923c-40f8-a485-9485a1fc3dd1,2,17,2016-09-09 13:32:59,False,18
10118,2016-09-06 14:02:23,38cec42f-923c-40f8-a485-9485a1fc3dd1,3,3,2016-09-09 13:32:59,False,21
10119,2016-09-09 13:01:59,38cec42f-923c-40f8-a485-9485a1fc3dd1,4,2,2016-09-09 13:32:59,True,23
10125,2016-09-03 20:08:41,da8200ed-6b9b-408f-a7fd-8a8f9b9012f9,1,1,2016-09-10 01:55:24,False,1
10126,2016-09-04 23:11:10,da8200ed-6b9b-408f-a7fd-8a8f9b9012f9,2,3,2016-09-10 01:55:24,False,4
10127,2016-09-07 00:12:45,da8200ed-6b9b-408f-a7fd-8a8f9b9012f9,3,13,2016-09-10 01:55:24,False,17
10128,2016-09-08 02:02:54,da8200ed-6b9b-408f-a7fd-8a8f9b9012f9,4,7,2016-09-10 01:55:24,False,24
10129,2016-09-10 01:01:24,da8200ed-6b9b-408f-a7fd-8a8f9b9012f9,5,2,2016-09-10 01:55:24,True,26
10130,2016-09-04 22:10:58,49f07ff7-0b07-4abe-9ae7-94d2df2bc52e,1,1,2016-09-10 12:39:43,False,1
10131,2016-09-07 11:11:38,49f07ff7-0b07-4abe-9ae7-94d2df2bc52e,2,5,2016-09-10 12:39:43,False,6
10132,2016-09-10 12:12:43,49f07ff7-0b07-4abe-9ae7-94d2df2bc52e,3,19,2016-09-10 12:39:43,True,25
10141,2016-09-02 18:06:26,bfec8c28-6b2f-4eb2-93ad-deb827195d96,1,17,2016-09-05 01:37:20,False,17
10142,2016-09-05 01:01:20,bfec8c28-6b2f-4eb2-93ad-deb827195d96,2,14,2016-09-05 01:37:20,True,31
10147,2016-09-03 03:03:55,51ad9867-fa47-4cf7-b3c8-06fffa4789cc,1,1,2016-09-15 04:20:39,False,1
10148,2016-09-05 17:05:11,51ad9867-fa47-4cf7-b3c8-06fffa4789cc,2,1,2016-09-15 04:20:39,False,2
10149,2016-09-08 17:05:19,51ad9867-fa47-4cf7-b3c8-06fffa4789cc,3,4,2016-09-15 04:20:39,False,6
10150,2016-09-11 04:04:56,51ad9867-fa47-4cf7-b3c8-06fffa4789cc,4,4,2016-09-15 04:20:39,False,10
10151,2016-09-15 04:04:39,51ad9867-fa47-4cf7-b3c8-06fffa4789cc,5,7,2016-09-15 04:20:39,True,17
10154,2016-09-02 16:04:56,3e333108-2f37-4249-a9f9-69d80bcab559,1,1,2016-09-16 01:43:53,False,1
10155,2016-09-06 03:03:17,3e333108-2f37-4249-a9f9-69d80bcab559,2,3,2016-09-16 01:43:53,False,4
10156,2016-09-07 08:08:54,3e333108-2f37-4249-a9f9-69d80bcab559,3,2,2016-09-16 01:43:53,False,6
10157,2016-09-10 14:02:13,3e333108-2f37-4249-a9f9-69d80bcab559,4,8,2016-09-16 01:43:53,False,14
10158,2016-09-12 08:08:11,3e333108-2f37-4249-a9f9-69d80bcab559,5,10,2016-09-16 01:43:53,False,24
10159,2016-09-16 01:01:53,3e333108-2f37-4249-a9f9-69d80bcab559,6,7,2016-09-16 01:43:53,True,31
10163,2016-09-04 16:04:21,bd05b9df-c3c9-48f7-b58a-4651668e597f,1,10,2016-09-06 18:03:33,True,10
10171,2016-09-04 19:07:07,ecf60666-7980-45cf-af06-5d48dc4bb353,1,6,2016-09-14 05:15:22,False,6
10172,2016-09-06 21:09:42,ecf60666-7980-45cf-af06-5d48dc4bb353,2,2,2016-09-14 05:15:22,False,8
10173,2016-09-09 15:03:25,ecf60666-7980-45cf-af06-5d48dc4bb353,3,2,2016-09-14 05:15:22,False,10
10174,2016-09-10 20:08:21,ecf60666-7980-45cf-af06-5d48dc4bb353,4,10,2016-09-14 05:15:22,False,20
10175,2016-09-14 05:05:22,ecf60666-7980-45cf-af06-5d48dc4bb353,5,14,2016-09-14 05:15:22,True,34
10179,2016-09-02 22:10:42,e6e76ba0-0ef9-420e-992f-733821ce444a,1,12,2016-09-06 16:01:24,False,12
10180,2016-09-04 08:08:40,e6e76ba0-0ef9-420e-992f-733821ce444a,2,10,2016-09-06 16:01:24,False,22
10181,2016-09-06 15:03:24,e6e76ba0-0ef9-420e-992f-733821ce444a,3,2,2016-09-06 16:01:24,True,24
10185,2016-09-03 02:02:44,d197ff00-039f-4c15-a3c9-504dd2419440,1,1,2016-09-23 06:11:38,False,1
10186,2016-09-04 11:11:06,d197ff00-039f-4c15-a3c9-504dd2419440,2,3,2016-09-23 06:11:38,False,4
10187,2016-09-08 05:05:59,d197ff00-039f-4c15-a3c9-504dd2419440,3,2,2016-09-23 06:11:38,False,6
10188,2016-09-11 20:08:04,d197ff00-039f-4c15-a3c9-504dd2419440,4,1,2016-09-23 06:11:38,False,7
10189,2016-09-15 09:09:08,d197ff00-039f-4c15-a3c9-504dd2419440,5,1,2016-09-23 06:11:38,False,8
10190,2016-09-19 06:06:06,d197ff00-039f-4c15-a3c9-504dd2419440,6,10,2016-09-23 06:11:38,False,18
10191,2016-09-23 05:05:38,d197ff00-039f-4c15-a3c9-504dd2419440,7,2,2016-09-23 06:11:38,True,20
10193,2016-09-02 03:03:27,e0a371a7-fb0e-4198-81d7-73e009a16b3a,1,2,2016-09-13 19:12:28,False,2
10194,2016-09-03 19:07:32,e0a371a7-fb0e-4198-81d7-73e009a16b3a,2,1,2016-09-13 19:12:28,False,3
10195,2016-09-07 16:04:41,e0a371a7-fb0e-4198-81d7-73e009a16b3a,3,3,2016-09-13 19:12:28,False,6
10196,2016-09-11 09:09:24,e0a371a7-fb0e-4198-81d7-73e009a16b3a,4,3,2016-09-13 19:12:28,False,9
10197,2016-09-13 18:06:28,e0a371a7-fb0e-4198-81d7-73e009a16b3a,5,4,2016-09-13 19:12:28,True,13
10200,2016-09-02 10:10:38,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,1,7,2016-09-15 02:02:24,False,7
10201,2016-09-05 00:12:20,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,2,2,2016-09-15 02:02:24,False,9
10202,2016-09-08 11:11:32,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,3,1,2016-09-15 02:02:24,False,10
10203,2016-09-10 10:10:23,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,4,3,2016-09-15 02:02:24,False,13
10204,2016-09-12 05:05:27,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,5,3,2016-09-15 02:02:24,False,16
10205,2016-09-15 01:01:24,06f1aa85-4be6-4ec0-a827-b07a17ccf0e5,6,3,2016-09-15 02:02:24,True,19
10207,2016-09-02 10:10:29,d3649f2a-36aa-4d1e-b737-268c9078a6c1,1,12,2016-09-13 11:04:46,False,12
10208,2016-09-04 06:06:35,d3649f2a-36aa-4d1e-b737-268c9078a6c1,2,2,2016-09-13 11:04:46,False,14
10209,2016-09-08 02:02:41,d3649f2a-36aa-4d1e-b737-268c9078a6c1,3,6,2016-09-13 11:04:46,False,20
10210,2016-09-09 06:06:30,d3649f2a-36aa-4d1e-b737-268c9078a6c1,4,1,2016-09-13 11:04:46,False,21
10211,2016-09-11 11:11:02,d3649f2a-36aa-4d1e-b737-268c9078a6c1,5,9,2016-09-13 11:04:46,False,30
10212,2016-09-13 10:10:46,d3649f2a-36aa-4d1e-b737-268c9078a6c1,6,8,2016-09-13 11:04:46,True,38
10213,2016-09-04 06:06:17,d76f489e-7d61-4989-aa2e-284cc0f32b96,1,7,2016-09-08 01:10:11,False,7
10214,2016-09-08 00:12:11,d76f489e-7d61-4989-aa2e-284cc0f32b96,2,9,2016-09-08 01:10:11,True,16
10223,2016-09-02 13:01:31,25f819ab-6080-47f8-8355-fd72d2cafb88,1,14,2016-09-04 20:55:29,False,14
10224,2016-09-04 20:08:29,25f819ab-6080-47f8-8355-fd72d2cafb88,2,3,2016-09-04 20:55:29,True,17
10226,2016-09-03 13:01:49,cc4eecab-b669-4a7d-84d0-9e5919d54276,1,5,2016-09-13 19:50:15,False,5
10227,2016-09-05 23:11:17,cc4eecab-b669-4a7d-84d0-9e5919d54276,2,7,2016-09-13 19:50:15,False,12
10228,2016-09-09 20:08:56,cc4eecab-b669-4a7d-84d0-9e5919d54276,3,3,2016-09-13 19:50:15,False,15
10229,2016-09-13 19:07:15,cc4eecab-b669-4a7d-84d0-9e5919d54276,4,3,2016-09-13 19:50:15,True,18
10236,2016-09-02 14:02:07,5731bc6e-6719-44f7-90db-b06fb89bab61,1,5,2016-09-07 13:37:32,False,5
10237,2016-09-06 10:10:28,5731bc6e-6719-44f7-90db-b06fb89bab61,2,6,2016-09-07 13:37:32,False,11
10238,2016-09-07 13:01:32,5731bc6e-6719-44f7-90db-b06fb89bab61,3,32,2016-09-07 13:37:32,True,43
10243,2016-09-02 13:01:32,2a1fa0d1-3863-472c-a13d-798826d74c5f,1,3,2016-09-09 23:42:04,False,3
10244,2016-09-05 21:09:51,2a1fa0d1-3863-472c-a13d-798826d74c5f,2,6,2016-09-09 23:42:04,False,9
10245,2016-09-08 05:05:56,2a1fa0d1-3863-472c-a13d-798826d74c5f,3,1,2016-09-09 23:42:04,False,10
10246,2016-09-09 23:11:04,2a1fa0d1-3863-472c-a13d-798826d74c5f,4,13,2016-09-09 23:42:04,True,23
10252,2016-09-02 14:02:08,e252856f-48be-4915-b1c3-d5e4603cb988,1,1,2016-09-12 05:04:58,False,1
10253,2016-09-04 08:08:42,e252856f-48be-4915-b1c3-d5e4603cb988,2,2,2016-09-12 05:04:58,False,3
10254,2016-09-06 10:10:34,e252856f-48be-4915-b1c3-d5e4603cb988,3,3,2016-09-12 05:04:58,False,6
10255,2016-09-09 12:12:01,e252856f-48be-4915-b1c3-d5e4603cb988,4,8,2016-09-12 05:04:58,False,14
10256,2016-09-12 04:04:58,e252856f-48be-4915-b1c3-d5e4603cb988,5,7,2016-09-12 05:04:58,True,21
10258,2016-09-02 09:09:42,39456fdf-ff46-4ce1-a6b1-dff99783f9c7,1,9,2016-09-02 09:14:42,True,9
10263,2016-09-02 05:05:51,71debdb3-275d-4987-9740-db84e1f628d7,1,4,2016-09-16 04:28:20,False,4
10264,2016-09-05 04:04:20,71debdb3-275d-4987-9740-db84e1f628d7,2,1,2016-09-16 04:28:20,False,5
10265,2016-09-09 04:04:17,71debdb3-275d-4987-9740-db84e1f628d7,3,3,2016-09-16 04:28:20,False,8
10266,2016-09-11 06:06:24,71debdb3-275d-4987-9740-db84e1f628d7,4,1,2016-09-16 04:28:20,False,9
10267,2016-09-12 19:07:39,71debdb3-275d-4987-9740-db84e1f628d7,5,4,2016-09-16 04:28:20,False,13
10268,2016-09-14 05:05:31,71debdb3-275d-4987-9740-db84e1f628d7,6,2,2016-09-16 04:28:20,False,15
10269,2016-09-16 04:04:20,71debdb3-275d-4987-9740-db84e1f628d7,7,5,2016-09-16 04:28:20,True,20
10275,2016-09-05 00:12:30,32f56b17-9567-42d9-bd46-c569735f911f,1,3,2016-09-08 08:54:26,False,3
10276,2016-09-08 08:08:26,32f56b17-9567-42d9-bd46-c569735f911f,2,16,2016-09-08 08:54:26,True,19
10279,2016-09-03 13:01:19,dad4301d-86d4-4adf-baf4-ea9d3a16d0fc,1,12,2016-09-03 13:40:19,True,12
10288,2016-09-04 14:02:19,441a4e17-cfd8-4488-9c17-c8a7de335e05,1,1,2016-09-07 07:52:17,False,1
10289,2016-09-07 07:07:17,441a4e17-cfd8-4488-9c17-c8a7de335e05,2,2,2016-09-07 07:52:17,True,3
10307,2016-09-02 05:05:40,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,1,2,2016-09-13 21:58:15,False,2
10308,2016-09-04 10:10:21,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,2,7,2016-09-13 21:58:15,False,9
10309,2016-09-06 08:08:23,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,3,1,2016-09-13 21:58:15,False,10
10310,2016-09-10 02:02:00,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,4,1,2016-09-13 21:58:15,False,11
10311,2016-09-11 14:02:26,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,5,3,2016-09-13 21:58:15,False,14
10312,2016-09-13 21:09:15,c6a7f2f0-5af9-4f0d-95dc-2e95766730b5,6,9,2016-09-13 21:58:15,True,23
10314,2016-09-04 00:12:03,f5df8b66-75a5-4a60-86c2-0c69a9195b8d,1,3,2016-09-13 04:53:06,False,3
10315,2016-09-06 18:06:17,f5df8b66-75a5-4a60-86c2-0c69a9195b8d,2,13,2016-09-13 04:53:06,False,16
10316,2016-09-09 18:06:06,f5df8b66-75a5-4a60-86c2-0c69a9195b8d,3,7,2016-09-13 04:53:06,False,23
10317,2016-09-13 04:04:06,f5df8b66-75a5-4a60-86c2-0c69a9195b8d,4,5,2016-09-13 04:53:06,True,28
10324,2016-09-03 08:08:22,74c7046e-af84-4e12-a086-e47c600ce24c,1,9,2016-09-07 04:06:25,False,9
10325,2016-09-07 03:03:25,74c7046e-af84-4e12-a086-e47c600ce24c,2,17,2016-09-07 04:06:25,True,26
10326,2016-09-02 11:11:45,2fdfe257-9c50-454d-a8cd-b1739d95e724,1,2,2016-09-15 03:40:30,False,2
10327,2016-09-05 15:03:04,2fdfe257-9c50-454d-a8cd-b1739d95e724,2,4,2016-09-15 03:40:30,False,6
10328,2016-09-08 22:10:02,2fdfe257-9c50-454d-a8cd-b1739d95e724,3,4,2016-09-15 03:40:30,False,10
10329,2016-09-11 18:06:49,2fdfe257-9c50-454d-a8cd-b1739d95e724,4,7,2016-09-15 03:40:30,False,17
10330,2016-09-15 03:03:30,2fdfe257-9c50-454d-a8cd-b1739d95e724,5,4,2016-09-15 03:40:30,True,21
10335,2016-09-02 03:03:36,a4ce67c1-4205-479d-9514-f71b09bda61c,1,9,2016-09-09 15:14:29,False,9
10336,2016-09-05 23:11:55,a4ce67c1-4205-479d-9514-f71b09bda61c,2,3,2016-09-09 15:14:29,False,12
10337,2016-09-09 15:03:29,a4ce67c1-4205-479d-9514-f71b09bda61c,3,1,2016-09-09 15:14:29,True,13
10342,2016-09-04 23:11:14,2e2816f3-8d84-4c5f-8bc9-9f39170c5e12,1,27,2016-09-05 00:04:14,True,27
10353,2016-09-02 05:05:28,3f1959ab-9e21-4e32-abdc-c99200b507d4,1,17,2016-09-02 05:35:28,True,17
10360,2016-09-03 09:09:05,3951ca94-0e4c-415b-ba26-b78c719b3c89,1,6,2016-09-10 00:36:28,False,6
10361,2016-09-07 04:04:52,3951ca94-0e4c-415b-ba26-b78c719b3c89,2,2,2016-09-10 00:36:28,False,8
10362,2016-09-08 19:07:41,3951ca94-0e4c-415b-ba26-b78c719b3c89,3,7,2016-09-10 00:36:28,False,15
10363,2016-09-10 00:12:28,3951ca94-0e4c-415b-ba26-b78c719b3c89,4,5,2016-09-10 00:36:28,True,20
10369,2016-09-03 16:04:39,fc649e64-f3e6-43cf-9bc1-b3db83009625,1,6,2016-09-08 22:21:36,False,6
10370,2016-09-06 00:12:43,fc649e64-f3e6-43cf-9bc1-b3db83009625,2,6,2016-09-08 22:21:36,False,12
10371,2016-09-08 22:10:36,fc649e64-f3e6-43cf-9bc1-b3db83009625,3,2,2016-09-08 22:21:36,True,14
10377,2016-09-02 14:02:35,bbc0a897-d26e-49d1-ba6c-278e92dab31b,1,7,2016-09-18 02:37:51,False,7
10378,2016-09-05 16:04:18,bbc0a897-d26e-49d1-ba6c-278e92dab31b,2,1,2016-09-18 02:37:51,False,8
10379,2016-09-09 10:10:23,bbc0a897-d26e-49d1-ba6c-278e92dab31b,3,1,2016-09-18 02:37:51,False,9
10380,2016-09-11 03:03:27,bbc0a897-d26e-49d1-ba6c-278e92dab31b,4,1,2016-09-18 02:37:51,False,10
10381,2016-09-12 17:05:19,bbc0a897-d26e-49d1-ba6c-278e92dab31b,5,1,2016-09-18 02:37:51,False,11
10382,2016-09-14 09:09:48,bbc0a897-d26e-49d1-ba6c-278e92dab31b,6,4,2016-09-18 02:37:51,False,15
